Loyalty#,Customer Lifetime Value,Income,TotalPointsAccumulated,TotalPointsRedeemed
611765,3867.97,79628.0,17203.0,3453.0
611817,13197.93,0.0,36452.03,6489.0
611873,7735.47,0.0,42392.94,16087.7
611990,2733.43,93558.0,32906.61,0.0
612013,4455.52,31196.0,12199.69,0.0
612019,4282.95,40864.0,10848.0,10199.0
612060,3802.99,0.0,40372.64,17996.8
612074,5325.72,0.0,31885.91,0.0
612122,7955.44,0.0,38953.06,7144.0
612140,41075.43,21988.0,34694.24,14956.8
612144,64618.76,0.0,31957.51,8927.5
612162,9035.67,34337.0,28331.37,9529.3
612186,15950.02,0.0,35713.94,20371.0
612233,5528.21,36088.0,32677.77,0.0
612269,19259.84,35973.0,46229.15,0.0
612294,2756.47,43540.0,20174.96,16622.3
612311,12504.49,33746.0,29119.8,17154.0
612339,4163.79,11689.0,40420.73,7244.0
612370,2774.8,0.0,0.0,0.0
612488,6057.07,27681.0,46637.16,14222.0
612510,5035.74,72672.0,53130.28,19140.6
612555,4669.23,76157.0,47419.58,24374.2
612595,3109.01,77485.0,0.0,0.0
612650,5375.66,0.0,26668.11,4575.2
612664,6057.07,27681.0,33301.06,0.0
612703,8175.32,0.0,40542.77,5370.0
612719,2482.41,26100.0,41176.95,26452.0
612742,5785.22,31320.0,0.0,0.0
612795,2152.08,0.0,35483.17,3206.0
612834,8007.35,65473.0,32589.78,24273.4
612905,3920.51,0.0,30563.93,8880.6
612955,2879.51,42247.0,23197.8,4518.2
612963,2507.41,32893.0,3016.0,0.0
612995,11389.94,58187.0,34530.35,32575.5
613076,2448.65,0.0,36881.85,27248.7
613185,8639.09,62082.0,42315.35,4230.0
613195,2769.25,40506.0,23808.26,8284.0
613234,4582.69,19065.0,30309.91,0.0
613265,4895.81,54495.0,45435.98,21312.5
613303,2570.19,69446.0,42094.84,4717.0
613546,3567.5,0.0,42918.54,17597.3
613709,5770.68,0.0,0.0,0.0
613747,2471.53,95697.0,30924.7,0.0
613804,4620.39,0.0,43417.35,11089.6
613860,16045.11,0.0,12591.0,4251.0
613908,4644.9,0.0,32226.14,7170.6
613925,5182.94,83527.0,8680.82,0.0
614000,13989.85,22354.0,39684.27,0.0
614063,8485.39,0.0,43773.41,12488.9
614100,2651.62,33201.0,41719.78,8234.6
614106,2481.84,77993.0,27584.37,12767.2
614122,2452.06,30216.0,26331.54,8504.0
614164,4012.32,47221.0,43088.81,26119.7
614219,2442.22,0.0,46625.92,0.0
614221,6047.03,20396.0,7918.0,0.0
614246,4015.21,0.0,33067.25,14554.0
614307,8072.25,57938.0,31733.46,15437.4
614350,5368.89,59601.0,46939.61,14177.8
614373,2759.98,92296.0,44997.03,18706.0
614377,2467.46,0.0,11266.0,0.0
614379,2222.87,0.0,26863.2,13806.4
614428,3679.14,60804.0,0.0,0.0
614441,2846.25,28919.0,25150.06,18245.6
614574,4686.81,32646.0,14318.0,0.0
614634,7757.92,49682.0,37510.76,37261.7
614720,5493.02,24976.0,0.0,0.0
614721,8044.87,71391.0,51818.11,32178.3
614782,5580.92,31972.0,18497.94,7822.3
614787,5641.36,39469.0,3283.65,0.0
614810,2578.84,59974.0,30960.29,8987.0
614830,7416.2,0.0,52014.63,7380.0
614871,5627.3,61486.0,2979.0,5747.0
615022,2927.52,20852.0,27628.53,5631.6
615054,5049.69,61080.0,28904.52,7438.5
615131,27990.27,68343.0,39799.79,3288.0
615201,2713.56,0.0,31317.03,13007.8
615214,7583.56,81568.0,38749.26,0.0
615244,10455.49,28363.0,23503.36,12116.0
615251,4927.71,0.0,40603.79,7153.0
615327,13046.65,71024.0,20833.85,0.0
615385,2916.42,85210.0,23028.89,0.0
615394,4831.42,23228.0,30242.77,9926.0
615411,16938.3,0.0,53293.05,22843.5
615439,4763.33,14957.0,86997.63,25901.7
615528,5445.82,21006.0,27230.44,48612.2
615529,9155.24,0.0,38490.44,18557.2
615561,8036.45,0.0,86970.52,2626.0
615578,6866.09,0.0,40492.74,22315.5
615617,4369.72,88495.0,41546.4,10818.6
615662,4703.72,0.0,36494.2,22367.5
615673,4636.55,26802.0,48899.27,30560.2
615678,2755.75,49648.0,17944.5,0.0
615826,21423.64,0.0,44194.29,7851.0
615854,4974.8,75644.0,35758.48,8192.8
615945,5595.84,79189.0,9435.0,0.0
615989,6167.85,27289.0,37586.19,13760.0
616083,2574.02,34990.0,36826.22,36339.8
616137,10796.45,30761.0,11663.63,0.0
616162,8247.95,49009.0,44600.68,12720.5
616183,6599.08,36060.0,18061.3,4404.2
616207,4151.55,0.0,3499.0,4823.0
616220,4914.73,14232.0,36388.57,0.0
616226,8545.61,35456.0,38378.68,0.0
616342,12036.62,44428.0,43186.09,4325.0
616350,2674.73,56342.0,20197.21,0.0
616374,15626.28,50461.0,18784.48,7225.7
616416,4387.31,48015.0,53317.53,10077.6
616447,3971.35,23599.0,9791.0,5249.0
616500,9986.66,24067.0,34649.99,6794.0
616522,5217.51,39854.0,0.0,0.0
616611,6898.46,70950.0,0.0,0.0
616641,5548.03,67798.0,5557.0,0.0
616650,2592.44,72421.0,39393.34,4436.0
616667,6966.32,27972.0,30139.17,13376.0
616722,2619.34,78618.0,32732.42,16484.4
616739,3275.16,69263.0,19486.35,10932.6
616746,10820.0,37433.0,11849.0,4492.0
616835,5704.68,37675.0,38853.76,3660.0
616857,2791.91,0.0,41913.59,21084.3
616875,7285.03,44788.0,36940.33,0.0
616920,7882.99,23235.0,41158.01,17368.2
616956,3106.48,22076.0,6282.0,4606.0
617008,5278.18,73742.0,39846.73,5681.0
617079,3196.58,62815.0,34943.54,11064.2
617099,5793.16,95733.0,38361.37,6427.0
617108,4476.81,0.0,13079.41,0.0
617171,4803.94,0.0,39578.57,6722.0
617263,8167.99,0.0,34497.66,4881.1
617296,33279.77,59130.0,23136.67,6556.0
617326,8047.41,29808.0,56134.58,16102.4
617348,12741.85,73054.0,36575.59,16619.4
617447,7780.49,87128.0,41185.3,26710.7
617471,2600.0,72766.0,38055.25,9025.0
617484,8903.97,15142.0,23117.56,5539.0
617489,25464.82,13663.0,93436.43,34339.1
617516,4970.36,49714.0,16373.49,11616.0
617670,5380.32,0.0,44850.69,8809.2
617916,4510.19,44230.0,32234.02,4368.1
617960,3528.04,31278.0,34585.93,9918.0
618022,2560.69,30027.0,39582.9,9127.6
618089,5580.82,57883.0,15606.0,4098.0
618100,5310.86,0.0,28435.19,0.0
618112,10244.24,0.0,29601.93,0.0
618124,2929.92,98473.0,41591.4,5577.0
618226,5096.67,22886.0,2960.0,0.0
618300,2582.19,68074.0,35457.41,8164.0
618302,8500.12,0.0,37435.8,11765.4
618309,5010.38,64014.0,37612.75,0.0
618329,6685.07,56270.0,49465.94,6207.3
618379,5528.08,0.0,38119.11,4815.0
618390,13111.11,67197.0,34532.87,11692.9
618409,9123.91,70737.0,31156.75,4193.0
618461,8717.56,0.0,45131.23,13543.2
618494,2555.05,0.0,21598.8,0.0
618523,9939.26,13207.0,40051.62,7776.7
618524,58753.88,24964.0,36100.84,4972.3
618601,7919.83,0.0,38196.75,22648.4
618656,2413.93,12495.0,26014.12,0.0
618719,2537.93,25506.0,44874.68,22761.5
618731,5555.83,74015.0,40090.42,10400.6
618817,9567.71,81410.0,39060.18,0.0
618823,2514.59,43860.0,33935.44,2963.0
618824,2624.9,18129.0,34168.04,0.0
618830,5797.6,69276.0,49622.53,10191.6
618871,7324.29,0.0,10791.0,11361.0
618877,14455.86,0.0,5481.0,4699.0
618886,5543.8,64255.0,35943.15,9288.4
619141,5007.67,51523.0,11242.19,10562.1
619268,3008.1,80681.0,42924.96,4789.9
619337,9802.55,84429.0,6787.0,0.0
619404,9657.58,0.0,36833.54,10311.3
619483,12992.28,0.0,46832.6,6703.2
619537,15417.68,69841.0,39256.58,23487.9
619548,7582.11,64801.0,30722.14,14402.5
619596,6207.17,49419.0,8049.76,2689.0
619693,8237.38,70882.0,49928.99,25564.0
619826,12036.62,44428.0,24875.71,6268.1
619840,7584.36,87473.0,43136.6,0.0
619916,7432.2,0.0,35891.29,4159.0
619920,3605.97,13199.0,51197.46,12929.0
620078,3230.58,62873.0,10738.0,6916.0
620084,7396.72,41045.0,23829.09,0.0
620094,7251.33,18665.0,43525.45,11499.6
620122,15114.4,28513.0,36680.64,15608.2
620406,3095.71,0.0,27202.21,23885.3
620446,8997.04,54230.0,21458.43,3897.0
620465,4764.19,0.0,40117.89,3368.0
620480,8401.79,0.0,32395.82,11668.6
620563,10408.97,20228.0,45504.22,35120.3
620584,5886.62,0.0,37297.81,15932.1
620587,4682.25,37929.0,0.0,0.0
620674,7329.78,59630.0,2181.0,0.0
620741,4810.98,24711.0,24930.36,3415.0
620792,5200.23,23401.0,9223.95,0.0
620858,7974.95,26118.0,55357.08,18392.0
620969,19160.99,22705.0,10410.0,4057.0
620990,3398.01,0.0,14429.0,5053.0
621006,8111.65,30622.0,45976.94,5536.6
621072,7772.47,58345.0,8652.0,0.0
621093,2630.21,80129.0,37541.68,12153.6
621180,2254.4,0.0,29385.35,19619.1
621190,8259.11,20305.0,45130.47,3640.0
621218,6085.3,44712.0,28672.91,7968.6
621279,5050.83,0.0,31486.17,2669.0
621583,2402.82,21629.0,50654.36,0.0
621695,2758.5,65794.0,40630.99,0.0
621731,7462.93,70263.0,39103.35,7691.2
621750,5515.25,75963.0,35322.43,9305.1
621814,4349.31,75648.0,36486.25,5329.5
621823,16510.97,31356.0,10131.0,4331.0
621832,7507.46,60920.0,30622.02,4158.0
621876,6289.8,40675.0,39725.23,9130.7
621940,4883.55,19096.0,13936.33,20066.2
621951,7911.63,43916.0,39304.51,15911.7
622006,2633.01,21861.0,53925.78,11384.2
622019,29297.33,0.0,42105.65,18154.6
622036,4078.29,57031.0,9406.0,0.0
622171,4956.62,31562.0,2647.0,0.0
622269,4949.8,21342.0,0.0,0.0
622302,8935.03,39910.0,2490.0,0.0
622324,9238.31,0.0,39561.57,0.0
622334,7555.83,0.0,35526.21,0.0
622527,10793.76,24195.0,35288.85,0.0
622610,6863.71,0.0,26217.56,3609.0
622632,8661.74,85470.0,0.0,0.0
622697,4058.67,0.0,19785.71,0.0
622776,9259.73,17109.0,23516.77,9639.0
622794,15284.33,48885.0,1670.0,0.0
622801,12731.95,40870.0,0.0,0.0
622822,10010.14,66371.0,15186.62,0.0
622883,20925.9,44342.0,32233.6,14037.2
622906,2693.61,0.0,31474.7,10885.1
622953,4688.46,27357.0,0.0,0.0
622975,2846.17,39192.0,24063.6,0.0
622992,2523.07,43072.0,0.0,0.0
623008,2217.66,0.0,13163.0,0.0
623071,13799.05,0.0,12906.18,6151.0
623144,5391.78,63633.0,43987.75,25917.2
623154,5122.72,58206.0,6390.87,0.0
623222,6521.37,72608.0,42524.24,12376.6
623327,8414.94,72258.0,31678.38,0.0
623341,2640.59,59961.0,0.0,0.0
623478,5638.05,70492.0,22692.43,6511.3
623537,7619.52,64749.0,35504.21,17922.9
623569,3623.45,0.0,33101.99,9303.2
623654,3673.99,41185.0,9241.72,20536.0
623688,3954.34,18375.0,36145.52,19887.2
623861,3491.74,0.0,41973.56,7519.0
623903,8456.72,84574.0,42664.04,10305.6
623946,2786.66,94310.0,5128.0,4084.0
624065,9403.88,56410.0,28173.75,12004.2
624216,2310.88,0.0,44290.41,20163.5
624407,15470.6,68086.0,39269.38,5850.0
624463,2453.57,29735.0,35507.1,12570.3
624485,2687.31,82210.0,0.0,0.0
624487,12036.62,44428.0,47511.28,3024.0
624528,8693.63,17453.0,0.0,0.0
624569,5320.61,32116.0,11605.0,0.0
624621,2692.06,92593.0,29656.32,21082.4
624704,3096.51,21604.0,10838.0,0.0
624881,25763.41,78804.0,29439.11,2549.0
624929,5295.74,50200.0,38574.99,27732.9
624935,8458.53,57394.0,43654.79,5374.0
624980,6369.26,34498.0,32406.08,10820.8
625033,42561.63,66661.0,43396.3,16018.6
625123,3873.65,28142.0,40476.79,0.0
625183,8161.94,32967.0,44848.96,11722.6
625318,4077.5,53093.0,5950.0,10008.0
625320,9220.01,0.0,14641.0,0.0
625434,4050.51,88454.0,49756.57,20541.2
625451,2529.08,89129.0,44965.39,32835.7
625458,8827.23,0.0,37742.76,4075.0
625497,2363.3,27839.0,48674.88,24640.1
625524,7713.49,45506.0,35178.14,7791.9
625557,8605.5,47589.0,37490.24,7052.0
625599,2585.21,28137.0,35117.27,7820.0
625621,6225.02,53078.0,36547.73,0.0
625784,5133.41,53390.0,28668.15,12314.5
625859,2570.76,0.0,23967.4,2786.0
625870,4282.95,40864.0,46201.39,4465.0
625945,5846.11,85956.0,36914.67,2962.0
626030,17497.52,0.0,41145.4,3482.0
626046,10244.24,0.0,5758.0,0.0
626068,13976.52,77094.0,1272.0,0.0
626070,2805.1,26004.0,0.0,0.0
626149,5651.4,44634.0,36656.13,23453.6
626211,2504.87,66081.0,21115.33,11973.8
626217,8024.99,38702.0,0.0,0.0
626312,3712.43,73205.0,0.0,0.0
626326,4692.05,82534.0,0.0,0.0
626474,10972.07,24164.0,48557.6,21227.1
626510,9422.57,47272.0,0.0,0.0
626542,3554.85,58557.0,38827.56,31328.1
626560,9100.79,38898.0,7477.0,5353.0
626664,5678.05,0.0,29629.02,11389.0
626746,8099.84,25949.0,31718.6,13650.1
626762,4794.96,82763.0,21591.72,0.0
626767,4420.25,0.0,11616.0,3500.0
626973,6803.62,0.0,49203.67,3392.0
627107,5220.28,0.0,2183.73,0.0
627191,10053.55,16511.0,12026.35,8236.5
627244,7440.92,34137.0,0.0,0.0
627354,16484.02,91354.0,44840.8,15560.4
627373,2397.04,22283.0,5487.0,0.0
627428,8110.33,11489.0,47124.15,6515.1
627485,3740.4,0.0,49426.32,2577.0
627489,4715.29,0.0,38176.28,38704.9
627502,4908.21,33305.0,7713.0,0.0
627568,11971.98,64195.0,16434.27,0.0
627670,6066.12,32627.0,51202.28,8367.0
627778,6788.08,0.0,35667.31,18017.0
627791,5107.62,0.0,40055.26,0.0
627826,5420.34,21881.0,42178.16,20475.3
627869,2753.78,0.0,0.0,0.0
627893,4554.91,90156.0,29979.46,7417.6
627913,5322.29,33681.0,0.0,0.0
627915,16874.33,55390.0,44399.72,18830.2
627970,5821.79,60087.0,42528.6,0.0
628017,8763.45,20132.0,53315.11,9622.0
628081,7858.05,20532.0,35579.78,0.0
628096,5595.84,79189.0,41790.63,0.0
628130,2714.65,88545.0,42628.75,0.0
628169,5278.65,29899.0,44214.58,23978.1
628180,4369.7,40774.0,39013.22,13532.4
628211,3644.83,82477.0,45185.6,13341.8
628258,5288.24,28884.0,43624.29,16595.4
628320,3265.16,25820.0,43686.24,4677.0
628409,2642.93,58729.0,33223.23,10979.2
628431,8236.92,0.0,37980.64,33340.8
628452,3038.11,31532.0,0.0,0.0
628475,12515.18,0.0,42920.36,22192.9
628533,10003.25,98192.0,34648.86,19227.5
628578,12231.88,43244.0,48932.03,3567.0
628596,2760.48,79065.0,43202.83,6608.2
628618,13736.13,16181.0,41912.07,17483.1
628669,3482.04,0.0,40503.62,20986.6
628837,9283.74,24314.0,1785.0,0.0
628840,24096.24,0.0,8161.0,0.0
628844,2288.76,0.0,31895.77,3956.0
628860,9585.5,26432.0,32426.54,14960.9
628917,2468.44,65876.0,39781.64,20558.3
628924,6715.34,0.0,42048.95,51826.7
628952,2509.11,33555.0,35187.66,7793.8
629177,2396.19,39062.0,47946.64,8878.7
629267,5032.17,66367.0,0.0,0.0
629299,2444.74,0.0,31604.67,0.0
629341,5350.37,58357.0,0.0,0.0
629394,11790.5,25251.0,19260.02,9007.0
629410,2616.61,72302.0,41802.24,14041.1
629642,5275.63,70446.0,33973.88,18132.2
629706,2874.09,33462.0,35231.4,16105.8
629753,5771.61,65709.0,33823.45,0.0
629966,3329.89,75556.0,5005.0,4047.0
629995,5799.83,60689.0,1737.0,0.0
630034,11702.35,0.0,14504.14,2544.0
630071,2392.13,0.0,44772.2,17656.7
630209,4031.1,0.0,21695.99,12219.2
630265,22643.83,93011.0,41908.05,11617.7
630290,5802.84,0.0,19033.56,0.0
630320,4700.58,76694.0,41215.66,0.0
630338,22855.61,20832.0,39913.29,9311.9
630396,5223.43,16513.0,49051.59,5282.0
630588,2199.74,0.0,50609.26,0.0
630694,2580.85,46900.0,6163.23,8734.3
630711,12590.94,62575.0,35592.65,5158.5
630869,4715.32,0.0,31133.72,12191.3
630880,5235.57,71794.0,44753.51,4444.1
630920,7380.98,65706.0,8347.0,0.0
631051,7276.34,0.0,40809.53,15580.0
631070,2784.97,61807.0,15572.0,5418.0
631100,16473.17,22828.0,3257.0,3612.0
631200,4964.67,98451.0,39305.62,12892.4
631232,4794.93,46143.0,0.0,0.0
631369,9816.53,37256.0,0.0,0.0
631379,9156.27,61200.0,48332.22,0.0
631406,2890.34,51906.0,38487.57,19529.3
631442,3728.87,83632.0,0.0,0.0
631543,15487.44,69161.0,48689.15,17045.2
631557,5746.15,61990.0,37873.52,21227.1
631583,2552.23,35149.0,37281.6,7607.6
631661,5460.37,31530.0,44367.79,14073.3
631683,4917.89,0.0,38430.18,27659.7
631704,3167.66,0.0,32514.19,7202.0
631714,26197.41,18495.0,0.0,0.0
631801,3574.99,51950.0,15865.0,0.0
631821,5200.23,23401.0,29146.94,12916.5
631839,8283.07,71034.0,46654.97,2221.0
631853,7180.97,42303.0,46616.9,24189.4
631854,14230.32,78046.0,50551.01,10014.0
631869,3297.9,0.0,35970.1,4096.0
632097,11610.25,41503.0,38963.02,0.0
632103,3259.89,52782.0,30770.23,22494.2
632130,3347.03,37138.0,49251.78,0.0
632199,19690.44,36032.0,37749.45,37045.7
632352,9988.79,33157.0,29524.45,6425.8
632398,7143.04,59789.0,41212.9,17906.2
632399,7434.25,51408.0,38381.56,6887.0
632435,2491.26,25965.0,18303.1,10239.0
632515,2773.46,73478.0,11700.0,5617.0
632556,8672.19,22547.0,32560.98,11884.1
632638,3619.06,0.0,41927.67,3182.0
632720,5340.54,58493.0,37839.77,8557.6
632793,4097.37,20079.0,34697.71,7772.9
632816,8709.85,85185.0,0.0,0.0
632826,2898.73,0.0,35882.68,7384.0
632951,44771.3,0.0,8647.0,4102.0
632974,7035.97,86642.0,3034.0,4108.0
632981,15759.62,55800.0,30689.94,0.0
633067,4064.67,26161.0,0.0,0.0
633135,4473.88,0.0,38252.84,8483.5
633140,4957.03,62803.0,46039.78,15359.6
633162,2439.93,50876.0,2712.0,4137.0
633202,2872.67,79681.0,42380.57,28146.1
633299,7778.53,63786.0,23983.71,3892.0
633330,9599.95,0.0,34666.84,0.0
633332,6121.11,26787.0,6928.0,0.0
633339,7754.67,0.0,0.0,0.0
633458,4990.34,0.0,36519.73,11500.0
633490,4170.69,29462.0,0.0,0.0
633627,3774.86,66457.0,25350.07,25676.4
633631,5808.93,43282.0,26714.7,0.0
633640,15550.19,17449.0,52238.87,20587.2
633734,5728.58,29730.0,15060.92,0.0
633749,10990.59,44552.0,49008.18,9363.2
633787,12282.84,36328.0,39109.06,28298.6
633861,2730.97,24967.0,54135.34,5136.0
633910,9902.39,0.0,9109.0,16158.0
633938,13869.93,28432.0,23574.15,0.0
633992,8798.31,24550.0,32975.91,6284.0
633999,5028.58,70828.0,17121.0,3690.0
634181,12168.74,14973.0,43219.08,6680.4
634185,3719.25,40968.0,26608.48,6665.2
634269,7324.29,0.0,43920.74,0.0
634328,12584.01,83013.0,2840.59,0.0
634386,2558.18,0.0,40066.21,19871.8
634392,2448.77,40658.0,29762.78,0.0
634418,8401.79,0.0,35624.07,0.0
634423,4650.06,28215.0,38423.19,14631.8
634503,20186.35,0.0,44653.57,0.0
634615,14274.55,0.0,16739.0,3411.0
634727,2195.91,0.0,28675.78,0.0
634807,4706.68,0.0,42727.13,11687.0
634850,2690.07,87313.0,39988.16,18663.2
634900,17367.53,41418.0,34583.75,11314.0
634916,4504.16,0.0,23913.36,0.0
635026,12052.89,43184.0,0.0,0.0
635084,8068.62,51584.0,20320.18,0.0
635162,5555.83,74015.0,30718.89,0.0
635225,4376.36,63774.0,34327.94,9830.0
635249,4665.13,0.0,37384.04,8418.9
635302,2423.76,22319.0,15990.0,5480.0
635334,35440.14,74560.0,22661.2,0.0
635398,5392.5,80550.0,0.0,0.0
635509,8083.92,31506.0,10851.0,0.0
635517,2914.09,28523.0,8317.0,0.0
635531,5580.92,31972.0,44123.64,19556.0
635616,6451.26,30857.0,40526.68,7889.0
635715,8370.57,33409.0,33150.34,0.0
635719,2489.66,0.0,43978.0,15648.4
635805,7712.44,63624.0,18005.11,10009.2
635907,7553.94,38008.0,11261.0,0.0
636000,3671.82,42460.0,33924.95,8238.4
636012,6521.37,72608.0,45698.18,10278.1
636017,2674.08,68787.0,11742.0,0.0
636045,14616.37,25358.0,17177.03,3008.0
636177,6945.02,15850.0,44533.07,3161.0
636206,5340.81,0.0,0.0,0.0
636213,24238.66,0.0,33012.65,8571.0
636293,8692.28,31986.0,36294.29,0.0
636413,7322.93,80864.0,41841.95,13193.2
636505,4865.37,27228.0,44726.04,17082.0
636533,3041.79,13789.0,4630.0,0.0
636673,8428.47,12180.0,31761.9,0.0
636745,5509.9,78879.0,1647.3,0.0
636749,24672.66,0.0,63986.88,0.0
636753,7013.44,92107.0,25740.92,7802.0
636813,11793.13,32214.0,35574.54,3871.0
636965,4630.36,0.0,26096.93,4206.0
637100,2392.11,17870.0,0.0,0.0
637151,9156.27,61200.0,24536.65,19529.6
637235,4605.87,47481.0,0.0,0.0
637249,2586.81,0.0,43355.4,16337.1
637396,6570.97,52951.0,47676.74,12800.3
637453,4983.11,0.0,0.0,0.0
637532,6680.15,24432.0,40893.8,9096.0
637580,10571.54,94137.0,40288.42,21524.1
637641,5158.65,0.0,43519.85,7259.9
637655,5377.01,35637.0,37732.05,18945.7
637687,5290.13,27179.0,32924.43,19024.5
637721,2004.35,0.0,40075.72,0.0
637760,2300.69,25905.0,39099.58,27479.3
637765,2787.5,62506.0,39768.64,10037.8
637927,7292.91,0.0,1046.0,4797.0
637986,2620.9,39278.0,45297.22,24428.3
638004,8029.72,76081.0,16998.16,6948.0
638085,2908.02,74212.0,0.0,0.0
638152,5116.24,0.0,32514.97,12345.4
638162,3490.03,90985.0,32206.51,9572.0
638207,8107.27,0.0,26686.69,0.0
638237,7519.13,96306.0,21459.55,5521.4
638253,2248.45,24910.0,37001.06,15681.9
638264,8267.85,59597.0,7683.0,3483.0
638368,4334.06,23904.0,22414.77,0.0
638389,8649.18,43383.0,31727.48,15283.2
638466,8256.3,62902.0,3826.87,0.0
638469,5866.42,26608.0,52199.7,24086.8
638495,24249.34,33651.0,35083.51,7224.0
638506,3280.46,63297.0,42208.76,40708.0
638528,5619.07,50335.0,0.0,0.0
638602,4428.03,58577.0,34918.2,21329.4
638618,4553.81,61064.0,37946.77,0.0
638685,2480.05,93383.0,39304.31,7112.8
638732,4422.62,35979.0,43539.52,12678.2
638733,15814.75,0.0,39607.3,38191.5
638740,3308.0,79797.0,0.0,0.0
638754,5350.21,41336.0,604.47,0.0
638804,4916.58,21907.0,26488.57,17117.4
639116,8653.3,20588.0,5868.55,0.0
639117,6692.14,63221.0,40042.63,13648.0
639145,5325.72,0.0,34104.21,11167.0
639258,3293.25,0.0,19340.99,0.0
639346,2482.92,0.0,0.0,0.0
639383,4381.18,20597.0,3230.0,0.0
639419,35062.65,84811.0,28297.56,30972.1
639466,2837.11,90893.0,5743.0,0.0
639510,4518.02,0.0,43004.74,15078.4
639584,5980.85,22946.0,0.0,0.0
639613,9774.61,96018.0,45128.13,7867.3
639626,5453.71,69468.0,6109.0,2643.0
639701,4386.28,10621.0,43732.17,20623.6
639705,5618.49,24518.0,55178.04,21193.9
639807,2451.54,48791.0,33459.66,5667.7
640009,21941.86,26378.0,16090.56,3578.0
640082,5511.03,36267.0,43312.67,4517.0
640110,2852.53,26841.0,36557.14,0.0
640116,7806.14,23706.0,29048.46,19158.0
640163,8823.85,75741.0,7031.0,0.0
640238,11014.16,67575.0,53060.4,29374.6
640244,5126.54,33169.0,32908.26,12595.0
640285,35984.1,0.0,25392.65,4128.0
640418,10477.78,61427.0,29843.23,18754.9
640555,7109.34,92423.0,27225.51,2979.0
640588,3438.95,55910.0,27067.21,3407.0
640614,2554.03,0.0,46926.58,13935.0
640831,19776.57,70699.0,34787.59,19947.7
640833,5568.89,53295.0,41591.34,2633.0
640920,4505.41,67801.0,566.2,0.0
641039,20774.02,0.0,19039.23,18154.5
641050,2514.59,43860.0,39545.86,10609.3
641103,2722.41,58620.0,30025.56,0.0
641121,2537.74,0.0,0.0,0.0
641123,4737.41,0.0,52874.0,20828.7
641159,5052.38,34645.0,23428.59,33592.2
641160,12234.36,0.0,31687.66,16127.8
641162,2846.17,39192.0,2040.0,0.0
641164,2965.72,26472.0,29129.8,11463.6
641189,2356.7,0.0,33625.09,6346.0
641327,7873.57,0.0,44769.53,4446.0
641384,3567.5,0.0,42743.54,2604.0
641448,4462.45,70088.0,42928.32,31061.9
641586,2843.56,67952.0,43974.38,9294.8
641612,3657.59,62650.0,17763.0,6080.0
641642,5186.36,0.0,18377.16,11258.0
641704,2515.26,25558.0,36711.79,9225.0
641734,10110.77,76276.0,34693.99,5139.0
641827,4726.87,13037.0,0.0,0.0
641869,4424.58,37800.0,38752.28,12964.6
641879,6672.13,56830.0,22690.49,4252.0
641884,24672.66,0.0,37169.96,16675.2
641903,2962.72,16495.0,0.0,0.0
641970,8595.73,76763.0,39837.58,10132.4
641997,5251.15,0.0,47161.24,9492.4
642000,5453.86,30855.0,40211.44,3114.0
642002,15428.01,33879.0,32815.75,4182.0
642020,6182.62,20072.0,71469.65,14717.4
642031,51337.91,72794.0,921.0,0.0
642043,7285.03,44788.0,33803.55,8551.0
642099,27382.82,45473.0,36733.38,16558.5
642102,6005.21,26876.0,35811.24,15270.2
642109,4335.35,86096.0,52814.89,9947.9
642313,3885.46,0.0,41074.36,23104.0
642323,52811.49,0.0,8838.0,4225.0
642401,11785.04,90016.0,17165.56,18365.4
642409,4783.92,49793.0,550.0,0.0
642449,4835.57,0.0,22471.87,7567.7
642485,4185.76,0.0,10784.0,3647.0
642738,13918.53,64113.0,12227.0,0.0
642784,8224.77,82634.0,0.0,0.0
642808,2594.81,0.0,29678.48,22414.0
642901,6745.25,0.0,33535.520000000004,8487.3
642976,3491.26,29673.0,12420.0,9857.0
643026,4845.0,0.0,28332.71,11569.3
643059,18522.29,65903.0,30901.33,17873.9
643099,2684.58,98121.0,2330.0,0.0
643117,4518.78,19186.0,38179.42,19046.9
643225,7919.83,0.0,49372.57,6072.4
643300,43026.52,59349.0,43597.31,0.0
643362,4897.98,30503.0,24697.45,0.0
643364,2430.87,28476.0,36539.35,20832.8
643476,6673.74,85019.0,12952.0,6344.0
643480,8329.29,30865.0,34816.08,5851.0
643507,23594.68,76358.0,22656.64,0.0
643605,4381.18,20597.0,36148.35,33614.1
643643,23875.48,0.0,872.0,0.0
643669,26346.09,48268.0,37220.93,18742.7
643705,2530.71,89451.0,33331.61,18661.8
643854,3609.8,58297.0,35433.3,4166.0
643912,10506.94,61650.0,49757.98,20882.4
644014,5345.68,54668.0,35835.0,3602.0
644017,37111.66,61552.0,40718.14,4083.0
644163,2673.32,28728.0,38693.08,4011.0
644251,5097.76,0.0,44948.81,11836.0
644265,19160.99,22705.0,45470.15,23227.2
644374,8278.72,16924.0,32594.24,26191.5
644390,5521.54,0.0,39362.6,4350.0
644417,4778.68,0.0,21387.47,16581.3
644434,2611.97,53904.0,46299.13,12531.0
644551,6005.03,23749.0,47961.54,11991.4
644630,8564.77,95697.0,37827.41,12920.0
644652,5133.41,53390.0,58789.33,7510.7
644769,7835.68,0.0,29104.83,7224.0
644786,4637.03,97017.0,48971.22,5272.5
644865,28685.83,48412.0,34803.84,2682.0
644893,6057.07,27681.0,15142.62,0.0
