Loyalty#,Income,Days_in_prog,Location_cluster
535413,44084.0,338.0,4
535436,27431.0,1028.0,4
535482,36431.0,2355.0,1
535525,59364.0,243.0,4
535539,29445.0,922.0,2
535544,20920.0,2057.0,3
535587,99443.0,1528.0,2
535852,48784.0,2103.0,1
535892,76514.0,1807.0,2
535944,94903.0,1596.0,1
536018,26746.0,1343.0,1
536021,25813.0,967.0,1
536066,26372.0,1715.0,5
536082,19651.0,1097.0,3
536092,69674.0,1409.0,4
536124,44485.0,459.0,4
536132,0.0,1986.0,4
536186,52801.0,1671.0,2
536371,69240.0,206.0,2
536409,0.0,596.0,0
536485,22415.0,2347.0,0
536517,0.0,2216.0,1
536535,27005.0,2256.0,6
536567,66676.0,963.0,5
536577,0.0,621.0,3
536603,88567.0,420.0,1
536671,0.0,1491.0,5
536699,0.0,984.0,3
536794,25805.0,1823.0,5
536823,59207.0,1688.0,4
536941,62900.0,438.0,4
536959,0.0,1.0,6
537013,0.0,1822.0,1
537038,58161.0,2042.0,2
537124,70793.0,1539.0,3
537132,70837.0,1344.0,2
537387,41479.0,1290.0,1
537397,77330.0,1973.0,1
537405,46182.0,328.0,4
537421,73597.0,648.0,4
537613,67895.0,1696.0,2
537701,29697.0,844.0,0
537711,0.0,648.0,2
537722,40646.0,1168.0,2
537795,23904.0,1632.0,1
537829,0.0,157.0,4
537852,0.0,868.0,5
537887,53228.0,445.0,4
537907,35296.0,1570.0,1
537914,0.0,588.0,4
537990,62421.0,1252.0,2
538042,13037.0,1125.0,2
538308,0.0,243.0,2
538341,77309.0,1627.0,4
538507,95701.0,694.0,2
538550,50607.0,2022.0,2
538760,0.0,375.0,2
538770,80780.0,1385.0,2
538795,26140.0,513.0,4
538854,13393.0,1211.0,2
538877,64125.0,993.0,2
538902,0.0,441.0,2
538949,36313.0,220.0,2
538979,42532.0,494.0,1
539106,69379.0,1665.0,1
539125,45345.0,1641.0,1
539144,0.0,2027.0,5
539322,27689.0,551.0,5
539358,21926.0,1589.0,4
539370,85632.0,620.0,0
539436,0.0,1612.0,4
539537,0.0,855.0,2
539599,35011.0,35.0,1
539673,24123.0,1202.0,1
539674,22236.0,2241.0,1
539705,37876.0,123.0,3
539739,38873.0,245.0,1
539742,97984.0,1260.0,5
539746,57117.0,208.0,0
539760,38772.0,954.0,1
539776,74720.0,677.0,2
539854,29491.0,463.0,1
539941,97673.0,402.0,1
540011,83926.0,2020.0,3
540109,78435.0,2308.0,2
540112,48642.0,2384.0,3
540142,0.0,2296.0,0
540268,38884.0,474.0,2
540291,64692.0,1.0,2
540316,52513.0,1482.0,4
540380,40870.0,203.0,4
540497,0.0,547.0,4
540548,83006.0,734.0,1
540551,53333.0,1011.0,4
540628,74454.0,1049.0,1
540715,75606.0,254.0,2
540751,0.0,781.0,1
540756,46503.0,1750.0,1
540796,0.0,925.0,0
540836,58516.0,66.0,1
540901,0.0,1097.0,2
540905,28137.0,1103.0,2
540918,60466.0,1208.0,1
540966,31708.0,1427.0,4
541000,0.0,1669.0,1
541008,38096.0,270.0,1
541009,0.0,2146.0,5
541037,46396.0,302.0,4
541040,93818.0,242.0,3
541078,49447.0,452.0,3
541163,46928.0,894.0,0
541178,46264.0,1965.0,5
541239,21829.0,521.0,3
541358,65255.0,930.0,1
541410,37573.0,101.0,0
541435,44428.0,52.0,3
541557,0.0,1392.0,4
541564,40864.0,1988.0,4
541741,29540.0,563.0,4
541751,0.0,424.0,0
541898,70301.0,504.0,1
541953,0.0,669.0,2
541961,0.0,1520.0,4
542002,22280.0,853.0,2
542014,75453.0,1140.0,4
542043,26990.0,1227.0,0
542085,34923.0,2323.0,5
542089,0.0,243.0,1
542118,37876.0,845.0,4
542180,25545.0,647.0,2
542182,44279.0,1044.0,1
542208,77493.0,243.0,5
542287,0.0,1256.0,4
542296,11885.0,2156.0,1
542574,90125.0,79.0,5
542636,75986.0,42.0,2
542696,55350.0,1900.0,2
542893,32303.0,1552.0,5
542934,0.0,105.0,4
542976,14072.0,280.0,5
543119,85704.0,832.0,2
543285,0.0,748.0,0
543326,30816.0,1874.0,1
543422,0.0,710.0,4
543449,58414.0,175.0,4
543456,0.0,243.0,1
543460,0.0,2148.0,4
543478,40376.0,455.0,4
543553,10621.0,41.0,1
543599,0.0,503.0,4
543693,22283.0,950.0,4
543852,94508.0,1762.0,4
543862,53228.0,2342.0,2
543881,93459.0,1470.0,5
543901,69259.0,1802.0,0
543956,0.0,318.0,2
543978,89879.0,1197.0,1
544167,20090.0,1949.0,4
544182,0.0,1295.0,1
544301,0.0,542.0,1
544306,0.0,243.0,2
544337,29431.0,240.0,2
544421,0.0,1910.0,4
544493,29218.0,2228.0,0
544561,0.0,609.0,3
544569,14232.0,1444.0,4
544619,51159.0,242.0,1
544690,94178.0,460.0,3
544752,0.0,1103.0,2
544837,79487.0,598.0,1
544890,23706.0,723.0,0
545010,67871.0,122.0,1
545087,0.0,608.0,1
545127,63287.0,1271.0,4
545144,91804.0,387.0,4
545179,61146.0,303.0,4
545278,0.0,1213.0,1
545378,0.0,658.0,1
545410,64113.0,1054.0,1
545421,36554.0,2350.0,2
545497,19280.0,1500.0,4
545514,0.0,81.0,5
545534,0.0,2089.0,4
545541,70742.0,2175.0,3
545567,20282.0,952.0,0
545582,48412.0,2166.0,5
545586,22724.0,453.0,2
545638,26864.0,48.0,2
545659,0.0,2050.0,1
545744,15192.0,675.0,5
545883,52113.0,2162.0,1
545889,50854.0,20.0,2
545917,89113.0,1173.0,2
545947,35754.0,1280.0,2
546025,35551.0,1678.0,2
546037,69488.0,527.0,1
546039,14254.0,2369.0,1
546163,0.0,279.0,3
546171,49390.0,243.0,1
546177,0.0,1026.0,4
546231,81081.0,1164.0,4
546259,32312.0,669.0,1
546456,0.0,2210.0,2
546665,0.0,2032.0,2
546736,91871.0,129.0,2
546758,0.0,2118.0,1
546773,0.0,1211.0,2
546796,51659.0,1501.0,4
546827,0.0,2431.0,5
546869,69604.0,514.0,3
546994,11432.0,244.0,0
546997,54710.0,396.0,1
547016,0.0,1851.0,2
547190,94804.0,945.0,2
547213,21246.0,2168.0,2
547217,53234.0,244.0,1
547342,67454.0,309.0,4
547355,46896.0,1308.0,2
547357,68931.0,1423.0,1
547407,92374.0,1264.0,2
547442,34430.0,283.0,4
547500,72202.0,1775.0,1
547522,90334.0,1078.0,2
547542,13154.0,1098.0,0
547559,40238.0,677.0,3
547561,0.0,1022.0,1
547575,0.0,1101.0,3
547649,62375.0,614.0,2
547699,0.0,1420.0,2
547764,72208.0,428.0,5
547802,64367.0,2349.0,4
547994,0.0,179.0,2
548037,33901.0,2383.0,3
548126,67534.0,1201.0,4
548202,0.0,37.0,1
548228,24124.0,1596.0,3
548238,27940.0,719.0,4
548244,0.0,2027.0,5
548251,30821.0,1001.0,1
548335,56768.0,2313.0,4
548390,19794.0,258.0,4
548565,45428.0,1130.0,4
548638,63032.0,141.0,2
548682,60108.0,686.0,3
548722,36843.0,1006.0,5
548752,42589.0,1097.0,1
548883,0.0,243.0,2
548999,0.0,2388.0,1
549034,38725.0,556.0,2
549064,23376.0,1882.0,1
549080,28506.0,1049.0,4
549091,0.0,470.0,4
549132,33531.0,602.0,5
549200,75037.0,1563.0,2
549238,59932.0,682.0,2
549402,20128.0,1829.0,2
549404,75216.0,276.0,3
549415,0.0,2102.0,4
549444,44552.0,1875.0,5
549537,20261.0,1317.0,1
549540,62076.0,619.0,1
549541,60021.0,2411.0,4
549562,70200.0,335.0,5
549598,48804.0,242.0,1
549612,0.0,1027.0,5
549686,18608.0,1954.0,1
549715,0.0,1597.0,2
549751,74215.0,1641.0,3
549757,24723.0,1389.0,4
549858,93272.0,2199.0,1
549862,18779.0,1062.0,4
549982,83846.0,676.0,2
550058,34378.0,1389.0,1
550173,81957.0,1166.0,2
550213,15169.0,1982.0,1
550262,12430.0,415.0,4
550303,76114.0,225.0,0
550352,0.0,2134.0,2
550434,63755.0,810.0,1
550519,91942.0,817.0,1
550539,33175.0,339.0,2
550575,99185.0,130.0,2
550598,84495.0,306.0,2
550686,42600.0,2304.0,0
550769,0.0,479.0,2
550834,59597.0,179.0,4
550839,68342.0,953.0,2
550856,91763.0,1219.0,3
550896,40639.0,2129.0,4
551055,27804.0,2199.0,1
551154,86650.0,1138.0,7
551248,99722.0,1760.0,2
551296,72845.0,1417.0,2
551300,0.0,1172.0,1
551313,51972.0,189.0,1
551391,55407.0,1303.0,4
551429,86122.0,1743.0,5
551510,77299.0,1325.0,4
551533,32437.0,6.0,0
551652,51584.0,1886.0,2
551710,28519.0,339.0,4
551809,70061.0,2359.0,1
551828,29809.0,2011.0,5
551833,96163.0,568.0,1
551837,25965.0,1206.0,2
551938,72421.0,1606.0,2
551946,84581.0,895.0,4
551961,0.0,697.0,4
551975,94041.0,1625.0,1
551981,28432.0,1647.0,0
552016,30406.0,657.0,0
552221,29957.0,2435.0,3
552235,0.0,243.0,4
552278,37138.0,1024.0,2
552328,49746.0,1409.0,2
552364,0.0,847.0,2
552441,38644.0,304.0,1
552546,45430.0,245.0,1
552568,36537.0,20.0,1
552576,48895.0,1781.0,0
552669,0.0,1938.0,2
552747,0.0,505.0,0
552755,23879.0,243.0,0
552776,20090.0,245.0,0
552818,62113.0,1693.0,2
552823,0.0,1574.0,0
552936,23769.0,140.0,2
552945,25226.0,118.0,4
552965,0.0,42.0,4
552966,46814.0,1294.0,0
553018,59803.0,235.0,3
553061,79421.0,831.0,1
553089,0.0,2378.0,3
553254,12964.0,2101.0,5
553261,62396.0,1849.0,5
553389,22283.0,666.0,6
553396,24285.0,838.0,2
553412,84394.0,1918.0,5
553453,0.0,1546.0,2
553530,0.0,1085.0,2
553558,29981.0,1469.0,4
553567,76157.0,245.0,4
553879,91268.0,434.0,2
553936,29462.0,243.0,1
553943,0.0,2291.0,2
553944,21171.0,24.0,1
553954,40097.0,1958.0,2
553956,51840.0,2013.0,4
553973,21020.0,1595.0,1
554104,38460.0,1284.0,2
554136,0.0,936.0,4
554155,61222.0,516.0,1
554255,44368.0,392.0,2
554442,94132.0,2191.0,1
554449,20588.0,543.0,2
554453,21706.0,2147.0,2
554487,98693.0,661.0,4
554572,60920.0,40.0,1
554636,97298.0,1360.0,1
554712,66685.0,179.0,2
554761,51833.0,1661.0,1
554888,88360.0,245.0,4
554983,25503.0,610.0,2
555001,0.0,1837.0,4
555024,96961.0,245.0,4
555050,0.0,978.0,2
555081,83800.0,224.0,2
555102,0.0,1880.0,5
555112,0.0,1377.0,4
555118,81872.0,1472.0,2
555205,38736.0,2428.0,1
555218,90972.0,354.0,5
555298,60420.0,1653.0,1
555301,48081.0,2114.0,5
555398,43775.0,699.0,2
555517,55761.0,105.0,5
555541,0.0,2248.0,2
555576,18495.0,1520.0,2
555745,14072.0,662.0,5
555831,23235.0,234.0,4
555947,66325.0,391.0,1
556050,0.0,1424.0,5
556136,0.0,705.0,4
556164,0.0,700.0,1
556188,46593.0,1034.0,1
556266,92324.0,1611.0,4
556313,61080.0,1996.0,5
556453,92163.0,1535.0,1
556492,0.0,292.0,5
556622,20284.0,1917.0,2
556626,68899.0,1260.0,2
556649,0.0,2206.0,3
556688,98677.0,624.0,2
556755,85018.0,79.0,6
556778,27592.0,1964.0,5
556808,72421.0,866.0,0
556865,91193.0,488.0,2
556879,23235.0,165.0,0
556958,0.0,1590.0,1
556982,0.0,564.0,4
557138,59592.0,297.0,6
557289,72648.0,644.0,1
557458,0.0,993.0,3
557469,50269.0,366.0,4
557500,24188.0,1152.0,1
557519,64429.0,1841.0,4
557525,0.0,1402.0,2
557597,85355.0,150.0,5
557633,0.0,584.0,2
557640,91512.0,1123.0,0
557723,0.0,1026.0,2
557739,60184.0,2093.0,2
557752,91182.0,447.0,1
557852,75090.0,242.0,2
557867,0.0,227.0,2
557872,27510.0,724.0,4
557880,19066.0,1029.0,4
557932,31266.0,561.0,5
557996,22426.0,720.0,1
558040,26876.0,1992.0,1
558097,37931.0,492.0,1
558138,33775.0,83.0,0
558248,66161.0,242.0,2
558258,39135.0,408.0,6
558288,44190.0,68.0,4
558451,96869.0,2046.0,5
558469,0.0,245.0,3
558511,92766.0,298.0,2
558543,27816.0,458.0,0
558598,63918.0,1836.0,2
558686,37595.0,1588.0,2
558854,33580.0,533.0,4
558969,90783.0,1174.0,5
559005,0.0,278.0,1
559007,23712.0,1064.0,2
559016,23649.0,1900.0,1
559111,28311.0,389.0,4
559124,54538.0,237.0,1
559127,80028.0,243.0,1
559233,75648.0,160.0,1
559261,68082.0,242.0,0
559279,57161.0,2074.0,2
559304,0.0,585.0,0
559342,64125.0,561.0,2
559362,20217.0,1229.0,1
559388,76879.0,1478.0,7
559483,25448.0,1928.0,4
559519,60244.0,247.0,0
559576,54889.0,2360.0,2
559622,24239.0,1132.0,1
559657,73876.0,2182.0,4
559721,0.0,298.0,1
559723,62291.0,1569.0,4
559726,0.0,1752.0,1
559879,37548.0,1985.0,1
560024,21986.0,1676.0,2
560104,99816.0,239.0,4
560149,44428.0,830.0,2
560283,0.0,1052.0,2
560505,0.0,457.0,0
560528,79980.0,774.0,4
560597,0.0,309.0,4
560713,0.0,1854.0,3
560714,0.0,1423.0,4
560936,79487.0,1220.0,1
560990,50854.0,439.0,1
561041,77835.0,1153.0,4
561053,67772.0,1117.0,1
561072,44509.0,2144.0,4
561092,14665.0,32.0,4
561107,72669.0,2070.0,4
561219,76374.0,2191.0,5
561228,44362.0,1900.0,1
561251,65090.0,1548.0,5
561284,29462.0,717.0,5
561307,37675.0,96.0,2
561321,0.0,2006.0,1
561413,69746.0,2039.0,4
561481,0.0,1330.0,4
561520,66957.0,632.0,5
561570,32807.0,2372.0,1
561620,72960.0,1331.0,3
561621,22061.0,521.0,1
561640,26526.0,2301.0,3
561654,0.0,1820.0,3
561722,46546.0,472.0,4
561801,60942.0,263.0,2
561873,92070.0,1011.0,4
561874,23975.0,1705.0,5
561917,62409.0,167.0,4
561933,40513.0,137.0,4
561961,97736.0,2053.0,4
561981,62575.0,243.0,4
562084,87798.0,1510.0,1
562093,0.0,820.0,5
562234,59744.0,811.0,1
562305,21006.0,1371.0,2
562324,51204.0,243.0,1
562358,27382.0,123.0,1
562361,63483.0,318.0,0
562376,73274.0,1301.0,0
562404,0.0,1333.0,5
562411,0.0,1509.0,1
562501,55542.0,225.0,4
562510,58542.0,216.0,2
562588,65375.0,542.0,4
562644,0.0,1949.0,2
562655,28729.0,1696.0,2
562661,68727.0,313.0,2
562677,33746.0,1882.0,3
562703,0.0,2200.0,5
562734,54314.0,2157.0,7
562737,16061.0,971.0,5
563076,66538.0,973.0,1
563086,0.0,229.0,2
563094,0.0,259.0,2
563142,0.0,40.0,5
563188,62912.0,1013.0,4
563217,68158.0,1289.0,1
563386,0.0,426.0,1
563410,14533.0,1012.0,3
563428,23772.0,107.0,1
563587,0.0,1044.0,2
563633,61225.0,1492.0,2
563749,66844.0,1375.0,3
563774,0.0,1229.0,2
563945,0.0,1221.0,4
563977,43922.0,1141.0,4
563981,87492.0,2435.0,2
564111,31686.0,1081.0,5
564114,66245.0,964.0,3
564138,62873.0,2357.0,2
564141,0.0,1714.0,1
564201,51246.0,1234.0,3
564305,0.0,294.0,3
564449,0.0,1341.0,6
564650,75648.0,1952.0,2
564707,18505.0,1903.0,1
564813,60145.0,225.0,5
564838,66776.0,131.0,1
564841,49009.0,1061.0,2
564882,22000.0,1847.0,1
564909,70795.0,1192.0,4
564959,50147.0,1938.0,1
564973,39268.0,694.0,2
565008,0.0,217.0,2
565040,0.0,2461.0,5
565041,90892.0,2461.0,4
565074,72333.0,851.0,4
565133,41402.0,2097.0,1
565171,32818.0,1595.0,4
565227,15083.0,2.0,4
565242,79292.0,357.0,2
565351,44368.0,1920.0,4
565452,43383.0,2433.0,2
565533,76850.0,770.0,4
565602,0.0,1453.0,6
565634,0.0,398.0,2
565690,83846.0,1014.0,1
565710,51148.0,2316.0,5
565787,94230.0,265.0,2
565805,0.0,884.0,1
565811,72667.0,998.0,4
565841,35301.0,275.0,3
565876,42240.0,1017.0,1
565900,43626.0,2221.0,4
565960,25558.0,1038.0,4
565991,44025.0,351.0,1
566033,0.0,402.0,1
566165,40361.0,2030.0,4
566182,97205.0,1717.0,1
566343,0.0,479.0,4
566374,25167.0,902.0,3
566550,0.0,141.0,2
566630,47761.0,1083.0,1
566640,0.0,966.0,1
566663,80210.0,383.0,1
566696,58776.0,1468.0,3
566714,69202.0,1955.0,4
566737,37496.0,853.0,3
566767,14616.0,1989.0,3
566802,23815.0,484.0,4
566808,81883.0,1502.0,2
566851,73782.0,1875.0,1
566951,68568.0,2185.0,2
566957,44788.0,1414.0,4
566961,20169.0,1265.0,0
566991,0.0,421.0,4
567048,0.0,1206.0,2
567070,48736.0,1021.0,1
567082,0.0,243.0,4
567151,0.0,418.0,4
567210,35056.0,2281.0,4
567219,43490.0,200.0,1
567227,0.0,656.0,5
567256,38928.0,797.0,4
567261,70328.0,2282.0,0
567319,38169.0,1405.0,4
567412,27972.0,997.0,1
567420,88440.0,1423.0,1
567571,0.0,1042.0,0
567670,36791.0,248.0,4
567805,0.0,88.0,1
567865,23843.0,450.0,4
567875,96413.0,594.0,4
568111,21709.0,729.0,5
568171,12287.0,1228.0,3
568172,62375.0,1238.0,1
568205,54585.0,296.0,2
568286,0.0,968.0,3
568329,20754.0,1719.0,4
568442,0.0,1903.0,1
568484,0.0,1345.0,1
568525,60192.0,1382.0,3
568547,0.0,1057.0,3
568594,79663.0,2209.0,2
568667,92783.0,2192.0,4
568678,0.0,1102.0,1
568681,26334.0,2240.0,0
568712,10621.0,2414.0,4
568734,0.0,2376.0,4
568769,47406.0,837.0,5
568786,20992.0,1342.0,2
568798,20993.0,434.0,5
568814,20836.0,873.0,1
568870,33806.0,46.0,3
568880,20407.0,236.0,4
568953,61006.0,1668.0,2
569188,46131.0,998.0,5
569236,0.0,1945.0,3
569313,33402.0,681.0,0
569315,57031.0,2087.0,3
569347,54337.0,1528.0,1
569369,20993.0,556.0,1
569603,0.0,1507.0,1
569677,36032.0,281.0,3
569720,0.0,2248.0,1
569769,14290.0,278.0,4
569846,21979.0,376.0,1
569880,48019.0,2306.0,2
569940,65900.0,1457.0,1
569972,0.0,217.0,1
570116,67796.0,1233.0,1
570299,58778.0,1109.0,1
570318,47170.0,755.0,4
570406,0.0,1170.0,5
570469,0.0,2376.0,4
570531,0.0,243.0,2
570600,22538.0,2089.0,3
570637,0.0,2084.0,0
570668,66466.0,243.0,2
570683,18643.0,1969.0,4
570784,80101.0,1352.0,3
570796,0.0,1482.0,4
570806,58213.0,1200.0,2
570920,44788.0,1273.0,1
570971,43285.0,374.0,4
571017,30887.0,1109.0,4
571123,34865.0,638.0,4
571163,0.0,2247.0,5
571169,0.0,222.0,6
571180,15897.0,981.0,1
571215,0.0,673.0,2
571239,88126.0,1569.0,4
571340,37384.0,355.0,1
571406,23665.0,243.0,3
571409,19864.0,145.0,2
571479,28466.0,237.0,1
571498,95647.0,940.0,2
571603,0.0,320.0,3
571643,82210.0,1551.0,5
571670,63688.0,51.0,2
571760,28406.0,2367.0,5
571845,23650.0,1154.0,2
571942,45191.0,1134.0,2
571964,0.0,2041.0,2
571970,72421.0,945.0,2
571992,44246.0,2169.0,4
572015,46507.0,1722.0,1
572045,59578.0,444.0,4
572062,85447.0,244.0,3
572066,24245.0,154.0,1
572073,68189.0,1917.0,1
572094,0.0,2442.0,2
572263,29445.0,1154.0,4
572265,24721.0,1812.0,1
572282,94903.0,2248.0,0
572345,58172.0,1837.0,4
572410,0.0,1630.0,3
572448,0.0,90.0,2
572463,25632.0,242.0,2
572505,76700.0,235.0,4
572547,71210.0,567.0,2
572647,29539.0,472.0,1
572663,0.0,2317.0,4
572668,46244.0,1207.0,1
572768,27681.0,63.0,2
572811,0.0,2401.0,1
572812,25964.0,244.0,2
572836,22699.0,244.0,1
572890,0.0,519.0,2
572927,59624.0,469.0,3
573078,0.0,472.0,0
573217,24123.0,1141.0,2
573290,32807.0,270.0,2
573332,85522.0,2351.0,2
573344,73466.0,959.0,1
573347,0.0,24.0,4
573446,0.0,1530.0,0
573458,25370.0,931.0,3
573475,64801.0,31.0,5
573505,70279.0,1754.0,2
573649,88246.0,2249.0,2
573661,74057.0,144.0,4
573681,28432.0,897.0,4
573830,34087.0,129.0,0
573897,0.0,1478.0,1
573954,12902.0,2210.0,2
573964,0.0,906.0,1
573972,16101.0,1095.0,4
573986,99069.0,243.0,1
573995,0.0,376.0,1
574005,43836.0,166.0,5
574081,0.0,391.0,0
574163,0.0,1916.0,1
574302,0.0,424.0,2
574330,45181.0,1583.0,4
574391,0.0,456.0,2
574492,0.0,220.0,0
574506,28108.0,393.0,4
574542,0.0,1472.0,0
574560,28666.0,684.0,1
574613,61785.0,2173.0,1
574627,19637.0,56.0,2
574640,43406.0,2261.0,0
574674,0.0,1549.0,1
574688,81713.0,2440.0,2
574723,57283.0,472.0,3
574726,23923.0,1511.0,1
574745,25318.0,2465.0,4
574771,29500.0,2366.0,4
574835,0.0,2119.0,2
574899,28617.0,1567.0,1
574930,64396.0,236.0,2
575015,0.0,243.0,3
575030,0.0,568.0,0
575070,25222.0,1281.0,1
575089,55687.0,7.0,4
575123,0.0,2306.0,4
575145,73259.0,244.0,1
575147,88854.0,2313.0,5
575342,63860.0,1055.0,3
575411,67371.0,46.0,1
575434,31986.0,1381.0,4
575487,0.0,324.0,1
575571,72661.0,1083.0,4
575573,76771.0,706.0,0
575574,24980.0,1954.0,2
575612,0.0,1408.0,4
575818,0.0,1986.0,3
575821,37612.0,455.0,1
575833,50631.0,961.0,5
575844,95697.0,1065.0,2
575849,64997.0,705.0,5
575948,17308.0,1688.0,4
576051,0.0,2122.0,4
576057,92296.0,225.0,2
576071,61567.0,2133.0,2
576074,98036.0,1309.0,3
576110,65989.0,790.0,5
576176,87455.0,133.0,4
576184,89892.0,550.0,2
576217,28432.0,1241.0,3
576294,64125.0,1678.0,5
576345,40171.0,1485.0,5
576354,0.0,2406.0,2
576363,92401.0,2339.0,4
576498,18892.0,1821.0,4
576576,58488.0,776.0,6
576587,81639.0,2013.0,4
576654,56228.0,38.0,1
576658,0.0,244.0,2
576690,25778.0,1566.0,0
576692,19240.0,1662.0,0
576716,65165.0,1844.0,3
576736,80101.0,272.0,4
576871,0.0,767.0,1
576878,21733.0,2092.0,5
576911,0.0,1926.0,5
576936,0.0,803.0,4
576947,10147.0,1735.0,4
577124,0.0,725.0,5
577151,74919.0,270.0,0
577156,81957.0,1743.0,1
577195,26140.0,83.0,2
577232,20396.0,306.0,0
577265,35482.0,678.0,4
577278,40882.0,2446.0,1
577322,0.0,2459.0,1
577360,38399.0,793.0,1
577374,74835.0,1317.0,0
577386,23393.0,1160.0,1
577398,84365.0,732.0,5
577405,0.0,998.0,2
577467,12495.0,1436.0,5
577501,0.0,1672.0,4
577535,61894.0,942.0,0
577726,63774.0,1776.0,0
577795,95697.0,2032.0,2
577844,0.0,1758.0,2
577860,0.0,2244.0,1
577872,34378.0,699.0,5
577901,61246.0,244.0,3
577998,34226.0,413.0,1
578013,0.0,1332.0,4
578020,0.0,466.0,1
578114,0.0,1581.0,4
578167,62912.0,983.0,3
578203,30694.0,1029.0,1
578234,61108.0,1251.0,1
578688,22439.0,1013.0,2
578751,99205.0,245.0,2
578788,23815.0,244.0,4
578811,0.0,1245.0,1
578837,0.0,2429.0,1
578944,52679.0,828.0,4
578998,25285.0,790.0,2
579005,23402.0,802.0,2
579015,66676.0,593.0,4
579034,28181.0,675.0,2
579093,0.0,231.0,5
579245,56835.0,245.0,1
579283,73536.0,396.0,5
579318,26057.0,2431.0,2
579322,35482.0,1395.0,3
579377,73769.0,1172.0,0
579424,26410.0,545.0,2
579438,13411.0,213.0,4
579581,71560.0,725.0,2
579584,11885.0,163.0,4
579684,87454.0,871.0,4
579710,98278.0,551.0,2
579726,24664.0,1076.0,2
579785,90016.0,244.0,0
579847,0.0,1645.0,1
579883,33760.0,193.0,4
579890,11607.0,2264.0,4
579931,88249.0,1029.0,2
579943,88009.0,884.0,2
579990,50450.0,2330.0,1
580068,23120.0,939.0,4
580159,27362.0,506.0,1
580169,0.0,636.0,3
580201,63357.0,463.0,0
580212,86036.0,2426.0,3
580324,39913.0,2021.0,2
580341,37840.0,1721.0,2
580356,0.0,2001.0,1
580472,26721.0,2233.0,4
580493,53957.0,465.0,0
580500,41878.0,263.0,4
580508,0.0,219.0,3
580554,54710.0,742.0,5
580586,17250.0,1391.0,1
580592,23860.0,64.0,4
580628,20868.0,2418.0,2
580834,26802.0,696.0,1
580979,28519.0,222.0,5
581007,56701.0,2110.0,1
581079,74665.0,2384.0,5
581260,12613.0,2315.0,1
581294,0.0,2336.0,4
581380,22590.0,582.0,1
581396,25820.0,633.0,1
581419,0.0,8.0,5
581427,11612.0,870.0,2
581481,88435.0,733.0,2
581513,70341.0,2082.0,1
581531,21514.0,1630.0,5
581533,0.0,2010.0,4
581596,25771.0,816.0,1
581651,89451.0,100.0,1
581661,43860.0,2084.0,2
581668,0.0,2386.0,5
581682,0.0,1877.0,4
581712,33738.0,1882.0,2
581913,43657.0,433.0,1
581999,28445.0,1367.0,4
582066,89451.0,1594.0,0
582067,79065.0,152.0,3
582097,62464.0,243.0,1
582166,39482.0,130.0,2
582244,60884.0,2453.0,3
582256,0.0,243.0,1
582257,0.0,2198.0,1
582364,42928.0,1392.0,1
582427,55992.0,683.0,4
582429,34615.0,1661.0,1
582493,51408.0,1564.0,3
582646,0.0,419.0,4
582674,15406.0,244.0,3
582690,25927.0,733.0,1
582843,63259.0,33.0,5
582861,86305.0,555.0,4
582874,0.0,289.0,1
582883,80846.0,2045.0,1
582929,0.0,2170.0,3
582930,43676.0,1732.0,1
582990,66839.0,244.0,2
583003,0.0,426.0,1
583005,0.0,2413.0,5
583165,88663.0,226.0,4
583175,0.0,244.0,1
583223,98338.0,1888.0,4
583227,0.0,1078.0,4
583252,17557.0,616.0,1
583271,0.0,2241.0,0
583272,50632.0,348.0,4
583327,95782.0,516.0,2
583415,92163.0,692.0,5
583513,36765.0,2284.0,1
583539,0.0,1104.0,3
583565,0.0,2374.0,4
583601,21124.0,121.0,3
583610,0.0,1119.0,0
583648,37313.0,2211.0,4
583670,25270.0,548.0,4
583718,91423.0,461.0,2
583754,95697.0,243.0,1
583788,27072.0,65.0,1
584017,0.0,2340.0,2
584173,43386.0,1885.0,2
584285,55350.0,1934.0,5
584377,88304.0,2284.0,1
584405,17331.0,1084.0,1
584426,37308.0,244.0,1
584458,41005.0,2326.0,2
584463,0.0,1903.0,1
584536,39035.0,1844.0,5
584537,97849.0,2132.0,0
584564,0.0,737.0,2
584727,0.0,2110.0,2
584737,61108.0,183.0,1
584782,11904.0,763.0,4
584796,59853.0,134.0,2
584833,78358.0,424.0,4
584845,37811.0,1225.0,1
584880,0.0,1063.0,1
585039,0.0,839.0,2
585066,67837.0,4.0,4
585082,40269.0,1764.0,2
585162,48156.0,262.0,2
585271,43963.0,452.0,0
585275,0.0,712.0,1
585277,57664.0,1679.0,1
585316,61148.0,501.0,4
585357,0.0,799.0,4
585377,36088.0,1729.0,7
585386,29056.0,779.0,4
585420,56855.0,515.0,1
585495,21514.0,245.0,4
585509,0.0,211.0,1
585629,0.0,1009.0,4
585642,63455.0,236.0,1
585756,41185.0,1321.0,1
585793,0.0,845.0,1
585850,0.0,569.0,1
585853,21947.0,1942.0,1
585854,50864.0,1872.0,1
585947,24695.0,1842.0,0
585975,0.0,824.0,0
585976,37998.0,158.0,2
585978,60932.0,467.0,4
586056,35625.0,1973.0,0
586076,68516.0,311.0,2
586100,0.0,711.0,4
586164,31974.0,2369.0,1
586191,63471.0,2290.0,4
586199,15462.0,332.0,2
586365,0.0,343.0,4
